ltv_band,property_state,n,raw_mean,raw_std,credibility,shrunk_lgd,global_mean
>95,AZ,73,0.3189383173014375,0.2415805656485322,0.5934959349593496,0.3875229349504137,0.48765647671791884
>95,CA,96,0.2629987810438222,0.19342643378776309,0.6575342465753424,0.3399363480554991,0.48765647671791884
>95,CO,23,0.1278252365538648,0.09943968871203081,0.3150684931506849,0.3742849900908881,0.48765647671791884
>95,CT,20,0.3928582658865293,0.2576050932426326,0.2857142857142857,0.46057127362323613,0.48765647671791884
>95,DC,1,0.8053620525825169,,0.0196078431372549,0.4938859978133031,0.48765647671791884
>95,DE,5,0.27073521261047145,0.21389013363565518,0.09090909090909091,0.46793636179906,0.48765647671791884
>95,FL,124,0.39128452804071534,0.2760886991433136,0.7126436781609196,0.4189776167410612,0.48765647671791884
>95,GA,80,0.33752467822780813,0.2670890170226452,0.6153846153846154,0.3952676776470815,0.48765647671791884
>95,HI,1,0.4271065789408928,,0.0196078431372549,0.4864692238203301,0.48765647671791884
>95,IA,19,0.41079856243748536,0.3348937370805573,0.2753623188405797,0.46649270322040814,0.48765647671791884
>95,ID,7,0.34608581960731133,0.2108919336793438,0.12280701754385964,0.47027060654644076,0.48765647671791884
>95,IL,133,0.4718572061548903,0.28067197300743313,0.726775956284153,0.47617394674588165,0.48765647671791884
>95,IN,43,0.3399232594825705,0.28781873159275095,0.46236559139784944,0.41934972036179,0.48765647671791884
>95,KS,17,0.2507422893168031,0.27103716356140656,0.2537313432835821,0.4275439217056954,0.48765647671791884
>95,KY,12,0.43516253938982663,0.4792142059912181,0.1935483870967742,0.47749635981570737,0.48765647671791884
>95,LA,12,0.36034934823565173,0.3307384704666446,0.1935483870967742,0.4630163873342542,0.48765647671791884
>95,MA,23,0.31932385191608664,0.27344331534861405,0.3150684931506849,0.43462017027350597,0.48765647671791884
>95,MD,35,0.4077267601795171,0.25417311738003356,0.4117647058823529,0.454744240496224,0.48765647671791884
>95,ME,2,0.4642263137009074,0.23730271759690194,0.038461538461538464,0.48675531660188,0.48765647671791884
>95,MI,89,0.41573664564696106,0.31023116135733453,0.6402877697841727,0.4416070884782408,0.48765647671791884
>95,MN,46,0.3436713128095575,0.4153427637086563,0.4791666666666667,0.41866358567849565,0.48765647671791884
>95,MO,35,0.3772787209383659,0.34664656097261,0.4117647058823529,0.442206812573397,0.48765647671791884
>95,MS,8,0.3835142834717863,0.2883709110170186,0.13793103448275862,0.47329203627017635,0.48765647671791884
>95,MT,2,0.18652700448118592,0.09238617043574475,0.038461538461538464,0.47607457393958297,0.48765647671791884
>95,NC,41,0.3256541675959421,0.2739003653212752,0.45054945054945056,0.41466642535527,0.48765647671791884
>95,NE,2,0.24223850075441308,0.30897156071390025,0.038461538461538464,0.47821732379624554,0.48765647671791884
>95,NH,4,0.3816588687604767,0.04829240413804993,0.07407407407407407,0.4798048020544046,0.48765647671791884
>95,NJ,41,0.39026797868444396,0.3479811199858143,0.45054945054945056,0.4437781424391005,0.48765647671791884
>95,NM,10,0.3005216688754369,0.20817398960745245,0.16666666666666666,0.45646734207750517,0.48765647671791884
>95,NV,26,0.3185173718932838,0.23467196524854722,0.34210526315789475,0.4297930987515963,0.48765647671791884
>95,NY,25,0.4485839569872183,0.3684772299182476,0.3333333333333333,0.47463230347435204,0.48765647671791884
>95,OH,70,0.422470540531391,0.32486814445983503,0.5833333333333334,0.4496313472757776,0.48765647671791884
>95,OK,5,0.3480579894994564,0.27246417671525697,0.09090909090909091,0.47496570515260406,0.48765647671791884
>95,OR,31,0.2919893370113645,0.17748931633736992,0.38271604938271603,0.4127715220154104,0.48765647671791884
>95,PA,26,0.3293868680801403,0.25933814872353117,0.34210526315789475,0.43351161060499466,0.48765647671791884
>95,PR,2,0.5967805364888645,0.5974096188058124,0.038461538461538464,0.49185355593987834,0.48765647671791884
>95,RI,8,0.476188444814057,0.36988149211813237,0.13793103448275862,0.4860746792139379,0.48765647671791884
>95,SC,23,0.3535937761587438,0.241365828999874,0.3150684931506849,0.4454175436650281,0.48765647671791884
>95,SD,2,0.2384126430989963,0.1694704693135016,0.038461538461538464,0.4780701754248834,0.48765647671791884
>95,TN,29,0.19632818914246206,0.22118327920243008,0.3670886075949367,0.38071318127882714,0.48765647671791884
>95,TX,61,0.17621673407582183,0.196319853699837,0.5495495495495496,0.3165049064371268,0.48765647671791884
>95,UT,13,0.19632839892506532,0.21001855537797118,0.20634920634920634,0.42754115907812373,0.48765647671791884
>95,VA,34,0.23295780965899412,0.18700709686403202,0.40476190476190477,0.38456415909883024,0.48765647671791884
>95,VT,2,0.968162935980369,0.2589675717910624,0.038461538461538464,0.5061374943818593,0.48765647671791884
>95,WA,52,0.2255901579404166,0.24816777247789823,0.5098039215686274,0.35405403969409416,0.48765647671791884
>95,WI,24,0.3460238421689838,0.31365606416313674,0.32432432432432434,0.4417215682155615,0.48765647671791884
>95,WV,8,0.32692340720168034,0.39541357919854997,0.13793103448275862,0.4654863981639549,0.48765647671791884
>95,WY,1,0.1227979776382775,,0.0196078431372549,0.48050238850067095,0.48765647671791884
